"State","Credentials","Specialty","Opioid.Prescriber"
"FL","M.D.","Dermatology",0
"MO","DDS","Dentist",0
"TX","MD","Gastroenterology",0
"WA","M.D.","Pediatric Medicine",0
"PA","PAC","Physician Assistant",0
"MS","FNP","Nurse Practitioner",0
"IL","","Internal Medicine",1
"CA","P.A.-C","Physician Assistant",1
"VA","MD","Emergency Medicine",1
"TX","DDS","Dentist",0
"NE","MD","Family Practice",1
"TX","DDS","Dentist",1
"CA","M.D.","Psychiatry",0
"NJ","M.D.","Otolaryngology",0
"PA","M.D.","Neurosurgery",1
"AL","M.D.","Internal Medicine",1
"CA","O.D.","Optometry",0
"WV","M.D.","Internal Medicine",0
"TX","D.D.S.","Dentist",0
"CA","D.O.","Internal Medicine",1
"NY","M.D.","Cardiology",0
"MI","MD","Pulmonary Disease",1
"NE","DDS","Dentist",0
"NY","MD","Internal Medicine",1
"PR","M.D.","Obstetrics/Gynecology",0
"MA","MD","Psychiatry",0
"FL","M.D.","Psychiatry",0
"NJ","M.D.","Dermatology",0
"IN","MD","Emergency Medicine",1
"NY","M.D.","Neurosurgery",1
"MI","MD","Ophthalmology",0
"TX","MD PA","Psychiatry",1
"CT","M.D.","Student in an Organized Health Care Education/Training Program",0
"IN","DMD","Dentist",1
"TN","M.D.","Student in an Organized Health Care Education/Training Program",0
"NY","MD","General Surgery",1
"AL","MD","Geriatric Medicine",1
"NC","MD","Family Practice",1
"PA","MD","Emergency Medicine",1
"IN","DPM","Podiatry",1
"OK","MD","Cardiology",1
"CA","D.D.S.","Dentist",1
"VA","PA-C","Physician Assistant",1
"FL","MD","Nephrology",0
"LA","M.D.","Family Practice",1
"GA","MD","Internal Medicine",1
"MI","M.D.","Orthopedic Surgery",1
"CA","M.D.","Family Practice",1
"NV","MD","Emergency Medicine",1
"LA","O.D.","Optometry",0
"CA","MD, PHD","Dermatology",0
"IL","DDS","Dentist",0
"OH","M.D.","Student in an Organized Health Care Education/Training Program",1
"ME","DO","General Surgery",1
"OH","MD","Family Practice",0
"CA","D.D.S.","Dentist",1
"WI","MD","Family Practice",1
"FL","M.D.","Internal Medicine",1
"CA","M.D.","Internal Medicine",0
"NV","APN","Nurse Practitioner",0
"RI","M.D","Student in an Organized Health Care Education/Training Program",0
"MI","MD","Obstetrics/Gynecology",0
"NY","M.D.","Psychiatry & Neurology",0
"SC","MD","Family Practice",1
"OK","MD","Cardiac Electrophysiology",0
"MI","M.D.","Otolaryngology",1
"CA","MD","Obstetrics/Gynecology",0
"IL","DDS","Dentist",0
"TN","MD","Otolaryngology",1
"VA","NP","Nurse Practitioner",0
"NJ","DO","Family Practice",1
"NY","M.D.","Obstetrics/Gynecology",1
"VA","M.D.","Internal Medicine",1
"NE","D.D.S.","Dentist",0
"OH","MD","Student in an Organized Health Care Education/Training Program",1
"OR","DO","Family Practice",1
"CA","M.D.","Dermatology",0
"CA","NP","Nurse Practitioner",0
"CA","D.D.S.","Dentist",1
"CO","D.D.S.","Dentist",1
"NY","MD","Medical Oncology",1
"NC","PA-C","Physician Assistant",1
"VA","MD","Neurology",0
"IL","M.D.","Dermatology",0
"SC","PA","Physician Assistant",1
"SD","CNP","Nurse Practitioner",1
"CA","D.O.","Family Practice",0
"NY","NP","Registered Nurse",0
"MN","MD","Emergency Medicine",1
"MO","DPM","Podiatry",1
"MA","MD","Psychiatry",0
"MA","D.M.D.","Dentist",0
"AL","D.M.D.","Dentist",1
"NV","M.D.","Psychiatry",0
"MA","NP","Nurse Practitioner",1
"PA","MD","Urology",0
"FL","MD","Internal Medicine",0
"AK","PA-C","Physician Assistant",0
"CO","DO","Osteopathic Manipulative Medicine",1
"CA","MD","Emergency Medicine",1
"IL","","Podiatry",1
"CA","DDS","Dentist",0
"MD","CRNP","Nurse Practitioner",1
"FL","M.D.","Student in an Organized Health Care Education/Training Program",0
"TX","DPM","Podiatry",1
"TX","MD","Thoracic Surgery",0
"WA","PA-C","Physician Assistant",1
"OH","CNP","Nurse Practitioner",1
"NJ","D.M.D.","Dentist",0
"FL","M.D.","Gastroenterology",1
"MI","MD","Orthopedic Surgery",1
"CA","MD","Physical Medicine and Rehabilitation",1
"OH","MD FACS","Otolaryngology",0
"OH","M.D.","Gastroenterology",0
"TN","N.P.","Nurse Practitioner",0
"IA","P.A.-C.","Physician Assistant",0
"MD","M.D., LLC.","Internal Medicine",1
"IL","MD","Orthopedic Surgery",1
"IN","O.D.","Optometry",0
"MO","M.D.","Specialist",0
"PR","M.D.","Internal Medicine",1
"PA","M.D.","Pulmonary Disease",0
"MO","DPM","Podiatry",0
"NY","MD","Internal Medicine",0
"DC","M.D.","Student in an Organized Health Care Education/Training Program",0
"CA","DO","Emergency Medicine",1
"AZ","MD","General Surgery",1
"NM","PA-C","Physician Assistant",1
"AZ","M.D.","Neurosurgery",1
"GA","MD","Emergency Medicine",1
"OR","MD","Internal Medicine",0
"WY","O.D.","Optometry",0
"TX","MD","Endocrinology",0
"OH","MD","Orthopedic Surgery",1
"ME","M.D.","Family Practice",1
"OR","PA","Physician Assistant",1
"CA","D.O.","Family Practice",1
"MN","M.D.","Urology",0
"MO","MD","Rheumatology",1
"FL","MD","General Surgery",1
"MI","","Internal Medicine",1
"CA","M.D","Rheumatology",1
"PA","MD","Physical Medicine and Rehabilitation",1
"CA","DPM","Podiatry",0
"CT","MD","Orthopedic Surgery",1
"FL","DMD","Dentist",1
"NY","DDS","Dentist",0
"IA","DDS MS","Oral Surgery (dentists only)",1
"CO","MD","Internal Medicine",1
"MA","NP","Nurse Practitioner",0
"AZ","OD","Optometry",0
"MO","FNP","Nurse Practitioner",1
"IA","MD","Cardiology",0
"MI","MD","Emergency Medicine",1
"NV","DDS","Dentist",0
"IA","MD","General Surgery",0
"TX","M.D.","Ophthalmology",0
"IA","MD","Internal Medicine",1
"AZ","M.D.","Urology",0
"NJ","M.D., FACS","General Surgery",1
"NY","D.D.S.","Dentist",0
"NY","PA-C","Physician Assistant",1
"TX","MD","Nephrology",1
"OK","M.D.","Plastic and Reconstructive Surgery",1
"IA","PA-C","Physician Assistant",1
"WI","PA-C","Physician Assistant",0
"IL","MD","Psychiatry",1
"TX","MD","Urology",1
"NC","MD","Psychiatry",1
"CA","PA","Physician Assistant",0
"NC","D.D.S.","Dentist",0
"PA","D.O.","Family Practice",1
"CO","M.D.","Obstetrics/Gynecology",0
"SC","D.M.D.","Dentist",1
"NJ","DDS","Dentist",0
"CA","P.A.","Physician Assistant",0
"MN","MD FACEP","Emergency Medicine",1
"MA","MD","Pulmonary Disease",0
"CO","MD","Obstetrics/Gynecology",0
"FL","DMD","Dentist",1
"OH","MD","Emergency Medicine",1
"CA","PAC","Physician Assistant",0
"TX","D.O.","Otolaryngology",0
"IL","MD","Pediatric Medicine",1
"NC","MD","Neurology",1
"NJ","MD","Family Practice",1
"NC","MD","Allergy/Immunology",0
"TN","PA","Physician Assistant",1
"FL","MD","Internal Medicine",1
"GA","M.D.","Anesthesiology",1
"OH","M.D.","Cardiology",0
"KY","M.D.","Otolaryngology",1
"VA","MD","Infectious Disease",0
"NY","D.D.S.","Dentist",0
"MD","MD","Internal Medicine",1
"OH","","Student in an Organized Health Care Education/Training Program",0
"MA","MD","Internal Medicine",0
"TX","M.D.","Gastroenterology",1
"MT","P.A.","Physician Assistant",1
"CA","MD","Internal Medicine",1
"SC","M.D.","Emergency Medicine",1
"IL","D.D.S.","Dentist",0
"CA","MD","Neuropsychiatry",1
"AL","M.D.","Internal Medicine",1
"CO","PA","Physician Assistant",1
"MO","MD","Internal Medicine",1
"MA","M.D.","Gastroenterology",0
"NY","NP","Nurse Practitioner",0
"MD","MD","Family Practice",1
"CA","M.D.","Internal Medicine",1
"TN","NURSE PRACTITIONER","Nurse Practitioner",1
"GA","","Physician Assistant",0
"PA","PA-C","Physician Assistant",1
"MO","CRNA, FNP-C","Nurse Practitioner",0
"WV","","Orthopedic Surgery",1
"WV","M.D.","Internal Medicine",0
"WA","ARNP","Nurse Practitioner",1
"CO","PA-C","Physician Assistant",1
"PA","CRNP","Nurse Practitioner",0
"MO","MD","Psychiatry",1
"NC","FNP","Nurse Practitioner",1
"NC","M.D.","Student in an Organized Health Care Education/Training Program",1
"OH","M.D.","Neurosurgery",1
"LA","CFNP","Nurse Practitioner",1
"FL","MD","Nephrology",1
"OH","D.O.","Orthopedic Surgery",1
"MA","D.M.D.","Dentist",1
"PA","PA","Physician Assistant",1
"SC","MD","General Surgery",1
"PA","P.A.-C","Physician Assistant",1
"WY","MD","Internal Medicine",0
"AR","APN","Nurse Practitioner",1
"VA","NP","Nurse Practitioner",0
"IN","D.D.S.","Dentist",0
"GA","D.D.S.","Dentist",0
"GA","M.D.","Family Practice",1
"MA","M.D.","Hematology/Oncology",1
"AL","MD","Gastroenterology",1
"AR","MD","Family Practice",1
"CA","NP","Nurse Practitioner",1
"CA","PA","Physician Assistant",1
"PA","DMD","Dentist",0
"FL","M.D.","Emergency Medicine",1
"CT","DMD","Dentist",1
"WA","O.D.","Optometry",0
"TX","M.D.","Hand Surgery",1
"TX","M.D.","Obstetrics/Gynecology",0
"CT","DO","Internal Medicine",1
"CA","M.D.","Obstetrics/Gynecology",0
"MS","FNP","Nurse Practitioner",1
"CA","DDS","Dentist",0
"PR","M.D.","Obstetrics/Gynecology",0
"CA","M.D.","Cardiology",0
"NC","M.D.","Psychiatry & Neurology",0
"MI","MD","Internal Medicine",1
"OR","D.D.S.","Dentist",0
"FL","O.D.","Optometry",0
"IL","M.D.","General Surgery",1
"CA","PA-C","Physician Assistant",1
"CT","MD","Internal Medicine",1
"NY","MD","Psychiatry",0
"OH","M.D.","Family Practice",1
"GA","M.D.","Family Practice",1
"FL","DMD","Dentist",0
"AR","M.D.","Urology",1
"PR","M.D.","Legal Medicine",1
"WA","ARNP, NP-C","Nurse Practitioner",1
"MA","M.D.","Internal Medicine",1
"NC","FNP-BC","Nurse Practitioner",1
"IL","","Nurse Practitioner",0
"GA","PA-C","Physician Assistant",1
"CA","M.D.","Internal Medicine",1
"VA","M.D.","Internal Medicine",1
"ND","M.D.","Family Practice",1
"CA","M.D.","Rheumatology",1
"CA","M.D.","Internal Medicine",1
"OH","RNCNP","Nurse Practitioner",1
"CA","M.D.","Family Practice",1
"IL","D.O","Emergency Medicine",1
"MI","MD","Urology",1
"KS","ARNP    PHD","Nurse Practitioner",0
"IN","M.D.","Internal Medicine",1
"MI","DO","Pain Management",1
"MN","","Endocrinology",0
"OH","RN,MSN,FNP-C","Nurse Practitioner",0
"SD","PA-C","Physician Assistant",1
"WA","M.D.","General Surgery",1
"TX","","Student in an Organized Health Care Education/Training Program",0
"NY","M.D.","Psychiatry",1
"CO","","Emergency Medicine",1
"ID","DO","Family Practice",1
"AZ","M.D.","Emergency Medicine",1
"FL","MD","Interventional Pain Management",1
"GA","FNP","Nurse Practitioner",1
"CT","M.D.","Internal Medicine",1
"TN","RN, APRN-BC, A","Nurse Practitioner",0
"NY","MD","Emergency Medicine",1
"NC","M.D.","Internal Medicine",1
"AR","M.D.","Internal Medicine",1
"NY","M.D.","Internal Medicine",1
"IL","M.D.","Ophthalmology",0
"WV","DDS","Dentist",1
"MO","M.D.","Family Practice",0
"TX","MD","Internal Medicine",1
"FL","D.O.","Cardiology",0
"OR","OD","Optometry",0
"TX","D.D.S","Dentist",0
"IN","M.D.","Obstetrics/Gynecology",0
"KS","M.D.","Psychiatry",0
"OH","MD","Psychiatry",0
"NY","DO","Emergency Medicine",0
"KY","APRN-C","Nurse Practitioner",0
"AL","MD","Infectious Disease",1
"ID","PA","Physician Assistant",0
"MI","MD","Family Practice",1
"MD","MD","Emergency Medicine",1
"CA","D.O.","Family Practice",1
"NY","MD","Psychiatry & Neurology",0
"NJ","DNP, ANP-BC","Nurse Practitioner",1
"NY","RPA-C","Physician Assistant",1
"TX","M.D.","Internal Medicine",1
"OR","D.O.","Internal Medicine",1
"IL","M.D.","Urology",0
"MA","MD","Internal Medicine",0
"SC","M.D.","General Practice",1
"WA","O.D.","Optometry",0
"NY","M.D.","Psychiatry & Neurology",0
"OH","MD","Family Practice",1
"TN","MD","Internal Medicine",0
"OH","","Endocrinology",0
"GA","MD","Neurology",1
"IL","PA-C","Physician Assistant",1
"CA","MD","Psychiatry & Neurology",0
"FL","M.D>","Internal Medicine",0
"ID","MD","Family Practice",1
"GA","MD","Emergency Medicine",1
"MN","D.O., MPH","Psychiatry",0
"ID","M.D.","General Practice",0
"MN","MD","Emergency Medicine",1
"CA","M.D.","Family Practice",1
"AZ","N.P., M.P.H.","Nurse Practitioner",1
"FL","MD DMD","Maxillofacial Surgery",1
"CA","MD","Pulmonary Disease",0
"WI","APNP","Nurse Practitioner",0
"MD","DMD","Dentist",1
"CO","M.D.","Emergency Medicine",1
"VA","MD","Pain Management",1
"CA","","Physician Assistant",1
"MD","","Neurosurgery",1
"MA","MD","Orthopedic Surgery",1
"CA","D.D.S.","Dentist",0
"FL","MD","Psychiatry",0
"PA","MD","Pulmonary Disease",1
"NV","M.D.","Psychiatry",1
"MD","MD","Nephrology",0
"OH","MD","Psychiatry",1
"MD","M.D.","Obstetrics/Gynecology",0
"PA","DO","Family Practice",1
"KY","M.D.","Internal Medicine",1
"FL","DO","Endocrinology",1
"MI","M.D.","Internal Medicine",1
"WA","NP","Nurse Practitioner",0
"TX","M.D.","Urology",1
"NY","PA-C","Physician Assistant",1
"MT","MD","Dermatology",0
"NJ","RN MSN APN","Nurse Practitioner",1
"PA","D.M.D.","Dentist",1
"NY","FNP-BC","Nurse Practitioner",0
"NY","MD","Internal Medicine",0
"IL","MD","Pediatric Medicine",1
"ME","M.D.","Internal Medicine",1
"IL","MD","Neurology",1
"WI","M.D.","Family Practice",1
"MD","M.D.","Internal Medicine",1
"CT","PA-C","Physician Assistant",1
"ID","PA-C","Physician Assistant",1
"CA","FNP","Nurse Practitioner",1
"AZ","PA-C","Physician Assistant",1
"PA","D.O.","Family Practice",0
"PA","M.D.","Family Practice",1
"OH","DO","Student in an Organized Health Care Education/Training Program",1
"MI","MD","Diagnostic Radiology",0
"PA","MD","Ophthalmology",0
"OK","D.O.","Family Practice",1
"OR","MD","Student in an Organized Health Care Education/Training Program",1
"NY","DDS","Dentist",0
"WA","","Internal Medicine",1
"AZ","M.D.","Orthopedic Surgery",1
"IL","OD","Optometry",0
"FL","M.D.","Urology",1
"NY","PA","Physician Assistant",0
"CA","DDS","Dentist",1
"IN","M.D.","Family Practice",1
"CA","NP","Certified Clinical Nurse Specialist",1
"CT","MD","Nephrology",1
"TN","M.D.","Nephrology",1
"AZ","DO","Family Practice",1
"MO","ANP","Nurse Practitioner",0
"FL","D.O.","Family Practice",1
"VA","MD","Psychiatry",0
"SC","NP","Nurse Practitioner",1
"VA","M.D.","Neurology",0
"NY","M.D.","Otolaryngology",0
"MN","MD","Internal Medicine",1
"GA","M.D.","Gastroenterology",1
"OH","MD","Cardiology",0
"AZ","O.D.","Optometry",0
"WA","MD","Psychiatry",0
"CA","D.D.S.","Dentist",0
"OH","P.A.","Physician Assistant",0
"LA","DDS","Dentist",1
"AR","M.D.","Otolaryngology",0
"TX","P.A.","Physician Assistant",0
"TN","M.D.","Hematology/Oncology",1
"OH","M.D.","Psychiatry & Neurology",0
"CA","M.D.","Ophthalmology",1
"OH","D.O","Family Practice",1
"CO","MD","Internal Medicine",0
"MI","M.D.","Ophthalmology",0
"NY","D.D.S.","Dentist",0
"AR","M.D.","Neurology",1
"NE","D.P.M.","Podiatry",1
"WI","D.D.S","Dentist",0
"AR","M.D.","Family Practice",0
"OK","D.O.","Family Practice",1
"NY","D.D.S.","Dentist",0
"IL","M.D.","Pediatric Medicine",0
"IL","M.D.","Dermatology",0
"LA","","Cardiology",0
"OH","DDS","Dentist",0
"CA","MD","Internal Medicine",0
"OK","M.D.","Ophthalmology",0
"OK","O.D.","Optometry",0
"IN","DO","Internal Medicine",1
"VA","MD","Ophthalmology",1
"OH","MD","Medical Oncology",1
"WA","M.D.","Physical Medicine and Rehabilitation",1
"MN","MD","Family Practice",1
"TN","M.D.","Internal Medicine",1
"TX","M.D.","Cardiology",1
"GA","OD","Optometry",0
"PA","MD","Neurology",1
"NM","FNP","Nurse Practitioner",1
"CA","M.D.","Internal Medicine",1
"NC","D.D.S.","Dentist",0
"CA","M.D.","Student in an Organized Health Care Education/Training Program",0
"NY","D.M.D.","Dentist",0
"NJ","PA-C","Physician Assistant",0
"SC","D.D.S.","Dentist",1
"NY","PHYSICIAN ASSISTANT","Physician Assistant",1
"FL","MD","Family Practice",1
"KS","PA","Physician Assistant",1
"OH","M.D.","Urology",1
"FL","M.D.","Psychiatry",0
"MO","DO","Emergency Medicine",1
"WI","M.D.","Internal Medicine",1
"OR","NP","Nurse Practitioner",1
"PA","M.D.","Internal Medicine",1
"FL","D.M.D.","Dentist",0
"IL","MD","Dermatology",0
"NY","M.D.","Ophthalmology",0
"TN","MD","Dermatology",0
"NY","M.D.","Neurology",0
"TX","DPM","Podiatry",1
"PA","PA-C","Physician Assistant",1
"LA","DNP","Nurse Practitioner",1
"CA","MD","General Practice",0
"NY","MD","Internal Medicine",1
"CA","M.D.","Dermatology",0
"SC","M.D.","Psychiatry & Neurology",0
"MI","D.O.","Family Practice",1
"PR","MD","General Practice",1
"AR","MD","Otolaryngology",1
"IA","OD","Optometry",0
"CA","M.D.","Psychiatry",0
"TX","M.D.","Gastroenterology",0
"CT","M.D.","Orthopedic Surgery",1
"CA","M.D.","Dermatology",0
"MN","MD","Cardiac Electrophysiology",0
"WA","DDS","Dentist",0
"CA","PA-C","Physician Assistant",1
"GA","MD","Family Practice",1
"NH","PA-C","Physician Assistant",0
"CA","MD","Internal Medicine",1
"KY","NP","Nurse Practitioner",0
"WA","D.O.","Medical Oncology",1
"CA","MD","Family Practice",1
"MI","DPM","Podiatry",0
"OR","FNP","Nurse Practitioner",1
"FL","D.O.","Family Practice",1
"OH","FNP","Nurse Practitioner",1
"MI","M.D.","Medical Oncology",1
"MD","M.D.","General Surgery",1
"CA","D.O.","General Surgery",1
"IL","D.D.S.","Dentist",1
"MI","MD","General Surgery",1
"CA","M.D.","Ophthalmology",0
"NY","MD","Family Practice",1
"WI","MD","Internal Medicine",1
"MN","M.D.","Hematology/Oncology",1
"VA","D.O.","Internal Medicine",0
"PA","M.D.","General Surgery",1
"MA","MD","Internal Medicine",1
"PA","DO","Otolaryngology",1
"IL","APN","Nurse Practitioner",1
"TN","MD","Family Practice",1
"MA","MD","Psychiatry",0
"MA","DPM","Podiatry",0
"PA","PA","Physician Assistant",1
"CA","M.D.","Infectious Disease",1
"CA","MD","Internal Medicine",1
"MN","CNP","Nurse Practitioner",1
"WA","D.O.","Family Practice",1
"NY","O.D.","Optometry",0
"IN","MD","Orthopedic Surgery",1
"IL","M.D.","Emergency Medicine",1
"IN","D.O.","Obstetrics/Gynecology",0
"NC","PA-C","Physician Assistant",1
"MN","MD","Urology",1
"NY","M.D.","Ophthalmology",0
"NY","DMD","Dentist",0
"AZ","MD","Psychiatry",0
"SC","D.M.D.","Dentist",0
"NC","M.D.","Family Practice",1
"WA","MD","Psychiatry & Neurology",0
"NY","","Physician Assistant",1
"MI","D.D.S.","Dentist",1
"IL","PA","Physician Assistant",0
"OR","MD, MPH","Family Practice",1
"PA","PA","Physician Assistant",0
"NC","PA","Physician Assistant",1
"NC","AGPCNP-BC","Nurse Practitioner",0
"TN","M.D.","Emergency Medicine",1
"IA","MD","Otolaryngology",1
"TN","MD","Neurology",1
"KY","O.D.","Optometry",0
"IL","D.P.M.","Podiatry",1
"MA","M.D.","Internal Medicine",0
"MI","P.A.","Physician Assistant",1
"CA","MD","Internal Medicine",0
"MO","ARNP","Nurse Practitioner",0
"WA","PA-C","Physician Assistant",1
"WA","M.D.","General Surgery",1
"PR","M.D.","General Practice",1
"MO","M.D.","Internal Medicine",1
"NY","MD","Obstetrics/Gynecology",1
"NY","M.D.","Obstetrics/Gynecology",0
"MS","D.M.D.","Dentist",1
"TX","M.D.","Internal Medicine",1
"WA","MD","Family Practice",1
"CA","DDS","Dentist",0
"NC","DDS","Dentist",1
"NM","DDS","Dentist",1
"PA","","Internal Medicine",0
"CA","OD","Optometry",0
"CO","D.D.S.","Dentist",0
"OH","D.D.S.","Dentist",0
"CA","O.D.","Optometry",0
"PA","DO","Family Practice",1
"NY","MD","Emergency Medicine",1
"VA","MD","Ophthalmology",0
"NY","MD","Student in an Organized Health Care Education/Training Program",0
"OK","M.D.","Cardiology",0
"MA","MD","Allergy/Immunology",0
"NJ","DO","General Surgery",0
"FL","MD","General Surgery",1
"IL","DDS","Dentist",1
"CA","D.D.S.","Dentist",1
"IL","APN","Nurse Practitioner",1
"CA","PA","Physician Assistant",0
"MD","NP-C","Nurse Practitioner",1
"NC","MD","Family Practice",1
"FL","M.D.","Family Practice",1
"CA","MD","Internal Medicine",1
"TX","PA-C","Physician Assistant",1
"TX","MD","Family Practice",0
"CA","PA-C","Physician Assistant",1
"MN","MD","Internal Medicine",1
"NY","M.D.","Pulmonary Disease",0
"CA","M.D.","Internal Medicine",1
"MO","M.D.","Student in an Organized Health Care Education/Training Program",0
"WA","MD","Family Practice",1
"NY","M.D.","Cardiology",0
"NY","M.D.","Internal Medicine",0
"WI","OD","Optometry",0
"CO","MD","Orthopedic Surgery",1
"FL","MD","General Surgery",1
"OH","MD","Obstetrics/Gynecology",0
"UT","O. D.","Optometry",0
"WY","M.D.","Internal Medicine",1
"OK","DPM","Podiatry",1
"NY","M.D.","Allergy/Immunology",0
"CT","MD","Internal Medicine",1
"MT","MD","Family Practice",1
"MD","MD","Family Practice",1
"CO","D.O.","Family Practice",1
"CA","M.D.","Orthopaedic Surgery",1
"MD","PA-C","Physician Assistant",0
"TX","MD","Medical Oncology",1
"IL","DDS","Dentist",0
"AZ","MD","Internal Medicine",1
"TN","ACNP","Nurse Practitioner",1
"NY","M.D.","Diagnostic Radiology",0
"IL","P.A.-C","Physician Assistant",0
"CO","M.D.","Family Practice",1
"TX","MD","Internal Medicine",0
"MN","M.S.N., C.N.S.","Certified Clinical Nurse Specialist",0
"CA","MD","Family Practice",1
"MN","","Dermatology",0
"AL","M.D.","Student in an Organized Health Care Education/Training Program",1
"TX","(DMD)","Dentist",0
"CA","MD","Urology",1
"IL","M.D.","Orthopedic Surgery",1
"OH","MD","Ophthalmology",1
"NY","MD","Internal Medicine",0
"VT","M.D.","Pulmonary Disease",0
"CA","MD","Internal Medicine",1
"CT","O.D.","Optometry",0
"WY","D.O.","General Surgery",1
"AR","MD","General Surgery",1
"FL","M.D.","Urology",0
"TN","MD","Emergency Medicine",1
"PA","D.O.","Family Practice",1
"TX","DO","Cardiology",0
"FL","M.D.","Neuropsychiatry",0
"MN","MD","Family Practice",1
"IL","M.D.","Internal Medicine",0
